"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","P","H","surprise","likely_1","recommend_1","comfort_1","Q106","likely2_1","recommend2_1","comf2_1","easy_1","confident_1","PROLIFIC_PID","Q_URL","condition2","condition","scenarios_DO"
"4/14/23 13:04","4/14/23 13:05","0","Anonymized","100","91","1","4/14/23 13:05","R_b8kaFkXo0DNXzUd","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","3","5","3","","","","","3","2","5bdbf2d92562330001b8d056","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5bdbf2d92562330001b8d056&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3a1c02e9304152abf2b","person","person","H"
"4/14/23 13:03","4/14/23 13:05","0","Anonymized","100","123","1","4/14/23 13:05","R_1lt7JyZyzqzjwHk","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","7","8","1","8","7","7","9","8","62d44d484a28cd313e2c3ba4","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62d44d484a28cd313e2c3ba4&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a37633835be985e04b97","robot","person","surprise"
"4/14/23 13:04","4/14/23 13:06","0","Anonymized","100","92","1","4/14/23 13:06","R_VUMBDpwWNtp2TPH","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","3","2","8","1","6","6","7","10","10","5dbc46b70338051eb7999760","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5dbc46b70338051eb7999760&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3bb11020e86aed976fd","robot","person","surprise"
"4/14/23 13:03","4/14/23 13:06","0","Anonymized","100","135","1","4/14/23 13:06","R_2YWCjbuosfcU0vW","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","9","10","","","","","10","10","60fc2ec58ad0da367daee3c1","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60fc2ec58ad0da367daee3c1&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3943c8fd5ae2beb66d5","robot","robot","P"
"4/14/23 13:04","4/14/23 13:06","0","Anonymized","100","108","1","4/14/23 13:06","R_1qeoByopEI4bDOQ","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","10","","","","","10","10","5c830a66d6a4d0000164097d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5c830a66d6a4d0000164097d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3b2575c247bd50a2f3d","robot","robot","P"
"4/14/23 13:04","4/14/23 13:06","0","Anonymized","100","86","1","4/14/23 13:06","R_1NejC3IUrCcdmfn","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","5","6","","","","","4","6","6276d97e209059496d37bf74","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6276d97e209059496d37bf74&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a38fdf58804a3f1d5647","robot","robot","P"
"4/14/23 13:02","4/14/23 13:06","0","Anonymized","100","224","1","4/14/23 13:06","R_1I4tugYLJwOKEAt","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","5","10","","","","","9","9","5b9efb73d1ff7a00013bfe84","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5b9efb73d1ff7a00013bfe84&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a34a68e98e85d0eaecd1","robot","robot","P"
"4/14/23 13:02","4/14/23 13:06","0","Anonymized","100","217","1","4/14/23 13:06","R_2uvyL7QRbq7EuP4","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","4","4","4","","","","","8","8","5a53e59af6c5170001949a39","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5a53e59af6c5170001949a39&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a34f481076056d85327c","person","person","H"
"4/14/23 13:03","4/14/23 13:06","0","Anonymized","100","196","1","4/14/23 13:06","R_2qr3qWgzqm84mEI","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","8","8","10","1","9","8","10","10","10","5e6387b1b7d70b10675e3a26","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e6387b1b7d70b10675e3a26&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a35f34b485934a935c0d","robot","person","surprise"
"4/14/23 13:04","4/14/23 13:06","0","Anonymized","100","96","1","4/14/23 13:06","R_2bGZDuRLp6VueLe","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","5","5","","","","","4","3","628dfaf2fdd97303f3087572","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=628dfaf2fdd97303f3087572&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3b0a7d447156e711b1f","person","person","H"
"4/14/23 13:05","4/14/23 13:06","0","Anonymized","100","64","1","4/14/23 13:06","R_25FszYU9Xk0Byli","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","3","2","5","","","","","7","4","5934a676e7866d0001618b81","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5934a676e7866d0001618b81&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3a755748c27b8141a77","person","person","H"
"4/14/23 13:05","4/14/23 13:06","0","Anonymized","100","96","1","4/14/23 13:06","R_3hb9LB2wEoCTIjZ","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","3","7","","","","","7","6","6321d7404a95a42175d1243d","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6321d7404a95a42175d1243d&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3bd524ba6c92b512d9c","robot","robot","P"
"4/14/23 13:05","4/14/23 13:06","0","Anonymized","100","47","1","4/14/23 13:06","R_paRlQ7kdNfwGMG5","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","8","7","","","","","10","9","63e51f16e14600b1a566712b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63e51f16e14600b1a566712b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a40d77f00ddaeac702ab","robot","robot","P"
"4/14/23 13:05","4/14/23 13:06","0","Anonymized","100","64","1","4/14/23 13:06","R_29oYglseMGH06IV","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","9","10","10","","","","","10","10","5e24fbd4e1f467771c234e5f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e24fbd4e1f467771c234e5f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3f724f9f8a479a4568b","robot","robot","P"
"4/14/23 13:06","4/14/23 13:06","0","Anonymized","100","28","1","4/14/23 13:06","R_qEFXODpWNX6ss2R","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","9","10","10","","","","","10","10","63cff43985317bac287a325f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63cff43985317bac287a325f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a427bd03626310713bdc","person","person","H"
"4/14/23 13:04","4/14/23 13:06","0","Anonymized","100","112","1","4/14/23 13:06","R_22Sa1pLKnb5UJxy","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","10","10","","","","","10","10","5e646461698a071f2f15423e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e646461698a071f2f15423e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3d59565bbb2f5bc25da","person","person","H"
"4/14/23 13:06","4/14/23 13:06","0","Anonymized","100","43","1","4/14/23 13:06","R_2Cq9pYRPyEf6ATW","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","9","8","","","","","9","8","62f406ea9d51a0dd13658afd","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62f406ea9d51a0dd13658afd&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a333a87f4113bd51c4a8","robot","robot","P"
"4/14/23 13:06","4/14/23 13:06","0","Anonymized","100","29","1","4/14/23 13:06","R_2uClomcxQlMoh59","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","6","1","6","7","6","6","5","5e4b793f03c92a08a6d28e3f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5e4b793f03c92a08a6d28e3f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a42f2c592f6a632f2971","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:06","0","Anonymized","100","47","1","4/14/23 13:06","R_1gql8oq6dw7S93U","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","1","1","3","","","","","10","10","5afd043a56fe2c000168f7fe","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5afd043a56fe2c000168f7fe&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a42022236cf5418b6fb1","person","person","H"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","38","1","4/14/23 13:07","R_3D6ZNgCwC0eAvwD","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","6","10","","","","","8","7","55a43278fdf99b02ff6caf89","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=55a43278fdf99b02ff6caf89&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4283f77af871b806292","person","person","H"
"4/14/23 13:04","4/14/23 13:07","0","Anonymized","100","132","1","4/14/23 13:07","R_2copBshSVlK41ng","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","5","7","1","7","6","7","5","6","63d1fc3f9823ab50782dfaf6","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d1fc3f9823ab50782dfaf6&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3cc406564b54295c9ed","robot","person","surprise"
"4/14/23 13:05","4/14/23 13:07","0","Anonymized","100","95","1","4/14/23 13:07","R_2BzjpBeZi9KClj4","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","8","7","5","","","","","10","10","590208c89571f50001c666e3","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=590208c89571f50001c666e3&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3d9a4568f2071e90608","person","person","H"
"4/14/23 13:05","4/14/23 13:07","0","Anonymized","100","106","1","4/14/23 13:07","R_3kFB1jtpZDe6ICm","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","7","7","1","8","8","8","6","6","60b698afe0f0a2098385c27f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60b698afe0f0a2098385c27f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3e8c9e4e72eb6a1c9c5","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","44","1","4/14/23 13:07","R_12gLfu911DhBTYI","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","4","3","2","","","","","9","8","5cb6f807db5e3100124d3578","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5cb6f807db5e3100124d3578&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a430dba3f796eab9ce71","person","person","H"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","75","1","4/14/23 13:07","R_1rqTzRFAQNGJIW0","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","7","6","1","6","6","6","10","10","5ed3055d98e33f182062933b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ed3055d98e33f182062933b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a410301d911513d6bce2","robot","person","surprise"
"4/14/23 13:05","4/14/23 13:07","0","Anonymized","100","92","1","4/14/23 13:07","R_3lSObrilNh5ufK9","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","5","5","5","1","2","3","3","10","10","63841b0a77166c22d8b325f5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63841b0a77166c22d8b325f5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3fcaed629558ac480b4","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","63","1","4/14/23 13:07","R_3Jl0WSVz0RiO6Jb","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","10","10","10","","","","","8","8","63d3f975dc91e6ede510f9d1","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d3f975dc91e6ede510f9d1&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a42aa5d3b885da1d5627","robot","robot","P"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","30","1","4/14/23 13:07","R_bxt20LV6fdkybVT","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","5","3","4","","","","","10","10","6155e95c0808b015514b34e0","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6155e95c0808b015514b34e0&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a44d475a0c51ea96d53f","person","person","H"
"4/14/23 13:05","4/14/23 13:07","0","Anonymized","100","95","1","4/14/23 13:07","R_3lWiIUypp5SOzSr","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","5","5","5","1","2","2","2","10","10","629075a83e17794e104bb46b","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=629075a83e17794e104bb46b&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a40e6b5001370ae7513b","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","49","1","4/14/23 13:07","R_1nQ1hlnFv6QVt9O","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","8","6","","","","","7","9","5f032457e2b9844beff1a2ec","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f032457e2b9844beff1a2ec&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a442430e3a8ec9e04b55","person","person","H"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","97","1","4/14/23 13:07","R_3LiHCL1n3MERRft","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","7","5","7","","","","","9","9","5f6be2474140c215c8ebbe52","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5f6be2474140c215c8ebbe52&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a408e4335590cc3bc5fe","person","person","H"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","72","1","4/14/23 13:07","R_1N9uZdbhWYgt9Ed","","","","","Anonymized","Anonymized","anonymous","EN","2","","","","1","1","1","","","","","10","10","56de362a6893b5000dea58f5","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=56de362a6893b5000dea58f5&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a42bba42aa69cce0fb82","robot","robot","P"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","76","1","4/14/23 13:07","R_22LjoMwkugnn6Fa","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","7","7","7","1","7","7","7","7","7","630da8a405a780b7f8c3002f","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=630da8a405a780b7f8c3002f&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a3f8282b77e8bf5122c0","robot","person","surprise"
"4/14/23 13:06","4/14/23 13:07","0","Anonymized","100","92","1","4/14/23 13:07","R_0iXtQVz9VB2F0LD","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","9","7","7","1","3","3","3","2","4","63e1dbd6e3b024508cfb12e9","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63e1dbd6e3b024508cfb12e9&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a400f957d10d51711ad5","robot","person","surprise"
"4/14/23 13:07","4/14/23 13:07","0","Anonymized","100","27","1","4/14/23 13:07","R_XNCiWAZSdN42BaN","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","5","10","","","","","10","10","6272abac31a465b0f22fb7c1","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6272abac31a465b0f22fb7c1&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a46ab13e1cac1beb66b3","person","person","H"
"4/14/23 13:07","4/14/23 13:07","0","Anonymized","100","36","1","4/14/23 13:07","R_3m9qrDYfktVfZzs","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","8","8","8","","","","","8","8","641361951f32a46c07479b33","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=641361951f32a46c07479b33&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a461833147878a7973e9","robot","robot","P"
"4/14/23 13:07","4/14/23 13:08","0","Anonymized","100","44","1","4/14/23 13:08","R_2awxyTxA3jyQZo7","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","7","6","7","","","","","8","7","5ae11f9709eae20001132c22","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ae11f9709eae20001132c22&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a440430e3a8ec9e04b54","robot","robot","P"
"4/14/23 13:06","4/14/23 13:08","0","Anonymized","100","90","1","4/14/23 13:08","R_3jcgSxZPpR9XQXI","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","10","10","10","","","","","10","10","5ed3fdbdb6ee6f39f590e455","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5ed3fdbdb6ee6f39f590e455&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a433c59216eb70533b07","person","person","H"
"4/14/23 13:06","4/14/23 13:08","0","Anonymized","100","97","1","4/14/23 13:08","R_3isBf0WYWqLGI2i","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","5","5","5","","","","","6","10","60d099f849987e86824eedcd","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60d099f849987e86824eedcd&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a43011664450d18b6f7e","robot","robot","P"
"4/14/23 13:06","4/14/23 13:08","0","Anonymized","100","115","1","4/14/23 13:08","R_2ClZiszYT74rdEb","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","5","3","4","","","","","7","6","5858c6178604ae000165e66a","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5858c6178604ae000165e66a&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a427524ba6c92b512dae","robot","robot","P"
"4/14/23 13:07","4/14/23 13:08","0","Anonymized","100","68","1","4/14/23 13:08","R_doNkVa0EsPK6xI5","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","6","6","6","","","","","9","8","63ed99d5c3520191a0a7280e","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63ed99d5c3520191a0a7280e&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a45734d1a5f8bd1736fd","person","person","H"
"4/14/23 13:06","4/14/23 13:08","0","Anonymized","100","98","1","4/14/23 13:08","R_SBMLquaDmIngAuZ","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","9","6","9","","","","","7","8","60ddff2cd6cb7a81cdfb6a00","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=60ddff2cd6cb7a81cdfb6a00&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a43e2dc79a427d711ac2","person","person","H"
"4/14/23 13:07","4/14/23 13:08","0","Anonymized","100","70","1","4/14/23 13:08","R_3D1qfTTXuiZaVWg","","","","","Anonymized","Anonymized","anonymous","EN","1","","","","","","","","","","","","","63d7f1440b5b6112619719d8","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=63d7f1440b5b6112619719d8&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a4465fe26f3ab8aa4ecd","","",""
"4/14/23 13:07","4/14/23 13:08","0","Anonymized","100","70","1","4/14/23 13:08","R_2VPV5URV2BkcnpX","","","","","Anonymized","Anonymized","anonymous","EN","2","","1","","4","4","6","","","","","5","8","6346adb45f591c2fcbe12cf6","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=6346adb45f591c2fcbe12cf6&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a45665e33e5f11d4aa04","person","person","H"
"4/14/23 13:07","4/14/23 13:08","0","Anonymized","100","75","1","4/14/23 13:08","R_1kMKkULovXqWWdq","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","6","5","4","","","","","3","6","5d30cabd5124970019cb706c","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=5d30cabd5124970019cb706c&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a459d3e5ef77bb9815ce","robot","robot","P"
"4/14/23 13:06","4/14/23 13:08","0","Anonymized","100","113","1","4/14/23 13:08","R_aYt3J5VweoX7Ec1","","","","","Anonymized","Anonymized","anonymous","EN","2","1","","","0","0","0","","","","","8","7","62dc177e02f82aabb20aebc2","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=62dc177e02f82aabb20aebc2&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a42a833147878a7973e1","robot","robot","P"
"4/14/23 13:07","4/14/23 13:08","0","Anonymized","100","61","1","4/14/23 13:08","R_2WGoZiYtSvZPlh2","","","","","Anonymized","Anonymized","anonymous","EN","2","","","1","10","10","10","1","10","10","10","10","10","616b5241d8eb9504f10a5cb2","https://hbs.qualtrics.com/jfe/form/SV_8D2MARhZVbw1cA6?PROLIFIC_PID=616b5241d8eb9504f10a5cb2&STUDY_ID=643986373d96fa69aed693c3&SESSION_ID=6439a46bc61360f3efb9ce36","robot","person","surprise"
